solver,Qwen3-0.6B,Qwen3-1.7B,Qwen3-4B,Qwen2.5-0.5B,Qwen2.5-1.5B,Qwen2.5-3B,Llama3-1B,Llama3-3B,Llama3-8B,DeepSeek-1.5B,DeepSeek-7B,DeepSeek-14B
Qwen3-0.6B,0.003413,0.020478,0.017065,-0.003413,0.027304,-0.006826,-0.010239,0.000000,0.027304,-0.017065,0.010239,0.027304
Qwen3-1.7B,0.003279,0.006557,0.013115,-0.013115,0.013115,-0.009836,-0.013115,-0.006557,0.000000,-0.009836,0.003279,0.003279
Qwen3-4B,0.016393,0.022951,-0.003279,0.026230,0.000000,0.006557,0.019672,0.019672,0.016393,-0.006557,0.006557,0.009836
Qwen2.5-0.5B,0.028169,0.091549,0.091549,0.035211,0.056338,0.007042,0.028169,0.056338,0.042254,0.035211,0.070423,0.098592
Qwen2.5-1.5B,0.004292,0.051502,0.111588,0.025751,0.051502,0.004292,0.021459,0.017167,0.008584,-0.004292,0.064378,0.068670
Qwen2.5-3B,0.003759,0.018797,0.063910,-0.052632,-0.018797,-0.011278,-0.037594,0.026316,-0.007519,-0.015038,0.003759,0.037594
Llama3-1B,0.000000,0.000000,0.063830,0.000000,0.042553,0.000000,0.042553,0.063830,0.063830,0.021277,0.042553,0.042553
Llama3-3B,0.022814,0.049430,0.114068,0.038023,0.034221,0.030418,0.049430,0.060837,0.030418,0.026616,0.049430,0.083650
Llama3-8B,0.003663,0.007326,0.036630,-0.021978,-0.032967,-0.007326,-0.047619,-0.014652,0.014652,0.000000,-0.014652,0.018315
DeepSeek-1.5B,0.000000,0.000000,0.117647,0.117647,-0.058824,0.000000,0.058824,0.058824,0.000000,0.000000,0.058824,0.000000
DeepSeek-7B,0.000000,0.000000,0.000000,0.043478,0.000000,-0.043478,0.086957,0.043478,-0.043478,0.000000,-0.043478,0.000000
DeepSeek-14B,-0.012987,0.025974,0.012987,0.025974,0.012987,-0.025974,0.012987,-0.012987,0.012987,0.025974,0.012987,0.025974
